"LL"	"Param"	"AICc"	"AIC"	"Slope"	"R2"	"Null"	"File"	"Variable_Size"	"Species"	"Model"	"cluster"	"shade"	"Phyl"	"Lhab"	"Origin"
-1563.439	8	3143.298	3142.877	1.000236	0.0288906	NA	"./Results/Model_Fits/DIA_QUROModel.03a.txt"	"DIA"	"QURO"	"Model.03a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1563.018	9	3144.565	3144.037	0.9997293	0.029835	NA	"./Results/Model_Fits/DIA_QUROModel.04a.txt"	"DIA"	"QURO"	"Model.04a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1538.078	10	3096.802	3096.155	1.006872	0.08581047	NA	"./Results/Model_Fits/DIA_QUROModel.05a.txt"	"DIA"	"QURO"	"Model.05a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1520.438	10	3061.522	3060.875	1.006438	0.125404	NA	"./Results/Model_Fits/DIA_QUROModel.06a.txt"	"DIA"	"QURO"	"Model.06a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1557.804	10	3136.254	3135.607	1.000377	0.04153761	NA	"./Results/Model_Fits/DIA_QUROModel.07a.txt"	"DIA"	"QURO"	"Model.07a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1438.406	17	2912.65	2910.812	1.002516	0.3095118	NA	"./Results/Model_Fits/DIA_QUROModel.08a.txt"	"DIA"	"QURO"	"Model.08a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1433.622	17	2903.081	2901.243	1.005246	0.3202498	NA	"./Results/Model_Fits/DIA_QUROModel.08b.txt"	"DIA"	"QURO"	"Model.08b"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1444.131	16	2921.891	2920.263	1.010902	0.296662	NA	"./Results/Model_Fits/DIA_QUROModel.08c.txt"	"DIA"	"QURO"	"Model.08c"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1519.247	11	3061.273	3060.494	1.002498	0.1280739	NA	"./Results/Model_Fits/DIA_QUROModel.09a.txt"	"DIA"	"QURO"	"Model.09a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1505.05	11	3032.878	3032.099	1.005241	0.1599381	NA	"./Results/Model_Fits/DIA_QUROModel.09b.txt"	"DIA"	"QURO"	"Model.09b"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1518.222	10	3057.091	3056.444	0.9970801	0.1303741	NA	"./Results/Model_Fits/DIA_QUROModel.09c.txt"	"DIA"	"QURO"	"Model.09c"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1503.372	13	3033.823	3032.743	0.9989452	0.1637042	NA	"./Results/Model_Fits/DIA_QUROModel.10a.txt"	"DIA"	"QURO"	"Model.10a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1492.937	13	3012.955	3011.875	0.9951312	0.1871223	NA	"./Results/Model_Fits/DIA_QUROModel.10b.txt"	"DIA"	"QURO"	"Model.10b"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1494.17	12	3013.263	3012.34	1.000851	0.1843559	NA	"./Results/Model_Fits/DIA_QUROModel.10c.txt"	"DIA"	"QURO"	"Model.10c"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1469.547	12	2964.017	2963.094	0.9984565	0.2396195	NA	"./Results/Model_Fits/DIA_QUROModel.11a.txt"	"DIA"	"QURO"	"Model.11a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1464.832	12	2954.586	2953.663	0.9952001	0.2502028	NA	"./Results/Model_Fits/DIA_QUROModel.11b.txt"	"DIA"	"QURO"	"Model.11b"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1467.434	11	2957.647	2956.868	0.998297	0.2443616	NA	"./Results/Model_Fits/DIA_QUROModel.11c.txt"	"DIA"	"QURO"	"Model.11c"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1438.749	18	2915.559	2913.499	0.9891184	0.3087414	NA	"./Results/Model_Fits/DIA_QUROModel.12a.txt"	"DIA"	"QURO"	"Model.12a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1434.368	18	2906.795	2904.735	1.00097	0.3185757	NA	"./Results/Model_Fits/DIA_QUROModel.12b.txt"	"DIA"	"QURO"	"Model.12b"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1441.453	16	2916.535	2914.906	0.9898344	0.302673	NA	"./Results/Model_Fits/DIA_QUROModel.12c.txt"	"DIA"	"QURO"	"Model.12c"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1438.011	18	2914.082	2912.022	0.9907971	0.3103985	NA	"./Results/Model_Fits/DIA_QUROModel.13a.txt"	"DIA"	"QURO"	"Model.13a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1434.31	18	2906.68	2904.62	1.004981	0.3187055	NA	"./Results/Model_Fits/DIA_QUROModel.13b.txt"	"DIA"	"QURO"	"Model.13b"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1442.267	16	2918.162	2916.533	0.9929148	0.3008472	NA	"./Results/Model_Fits/DIA_QUROModel.13c.txt"	"DIA"	"QURO"	"Model.13c"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1440.186	18	2918.431	2916.371	0.999118	0.3055179	NA	"./Results/Model_Fits/DIA_QUROModel.14a.txt"	"DIA"	"QURO"	"Model.14a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1439.53	18	2917.121	2915.061	1.001595	0.3069887	NA	"./Results/Model_Fits/DIA_QUROModel.14b.txt"	"DIA"	"QURO"	"Model.14b"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1440.705	16	2915.039	2913.411	0.995491	0.3043516	NA	"./Results/Model_Fits/DIA_QUROModel.14c.txt"	"DIA"	"QURO"	"Model.14c"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-7111.597	2	14227.21	14227.19	390.486	-2.637262	NA	"./Results/Model_Fits/DIA_QURUModel.01a.txt"	"DIA"	"QURU"	"Model.01a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3644.558	4	7297.173	7297.116	0.9597196	-0.03200838	NA	"./Results/Model_Fits/DIA_QURUModel.02a.txt"	"DIA"	"QURU"	"Model.02a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3284.025	8	6584.257	6584.05	1.000471	0.238922	NA	"./Results/Model_Fits/DIA_QURUModel.03a.txt"	"DIA"	"QURU"	"Model.03a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3283.505	9	6585.27	6585.011	0.9952661	0.2392992	NA	"./Results/Model_Fits/DIA_QURUModel.04a.txt"	"DIA"	"QURU"	"Model.04a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3280.057	10	6580.432	6580.115	1.002059	0.2418901	NA	"./Results/Model_Fits/DIA_QURUModel.05a.txt"	"DIA"	"QURU"	"Model.05a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3276.296	10	6572.909	6572.592	1.000461	0.2447166	NA	"./Results/Model_Fits/DIA_QURUModel.06a.txt"	"DIA"	"QURU"	"Model.06a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3281.847	10	6584.011	6583.694	1.003229	0.2405453	NA	"./Results/Model_Fits/DIA_QURUModel.07a.txt"	"DIA"	"QURU"	"Model.07a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2945.691	23	5939.004	5937.382	1.001956	0.4931444	NA	"./Results/Model_Fits/DIA_QURUModel.08a.txt"	"DIA"	"QURU"	"Model.08a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2949.737	23	5947.096	5945.475	1.002755	0.490104	NA	"./Results/Model_Fits/DIA_QURUModel.08b.txt"	"DIA"	"QURU"	"Model.08b"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2953.275	22	5952.034	5950.55	1.000206	0.4874456	NA	"./Results/Model_Fits/DIA_QURUModel.08c.txt"	"DIA"	"QURU"	"Model.08c"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3275.378	11	6573.136	6572.755	1.000181	0.2454066	NA	"./Results/Model_Fits/DIA_QURUModel.09a.txt"	"DIA"	"QURU"	"Model.09a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3275.159	11	6572.699	6572.318	0.9950385	0.2455708	NA	"./Results/Model_Fits/DIA_QURUModel.09b.txt"	"DIA"	"QURU"	"Model.09b"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3318.3	10	6656.916	6656.599	0.9852404	0.2131536	NA	"./Results/Model_Fits/DIA_QURUModel.09c.txt"	"DIA"	"QURU"	"Model.09c"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3097.796	13	6222.118	6221.591	0.9993103	0.3788513	NA	"./Results/Model_Fits/DIA_QURUModel.10a.txt"	"DIA"	"QURU"	"Model.10a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3091.122	13	6208.771	6208.245	0.9940704	0.3838624	NA	"./Results/Model_Fits/DIA_QURUModel.10b.txt"	"DIA"	"QURU"	"Model.10b"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3103.635	12	6231.721	6231.27	1.002408	0.3744612	NA	"./Results/Model_Fits/DIA_QURUModel.10c.txt"	"DIA"	"QURU"	"Model.10c"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3275.087	12	6574.624	6574.173	0.996719	0.2456253	NA	"./Results/Model_Fits/DIA_QURUModel.11a.txt"	"DIA"	"QURU"	"Model.11a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3266.019	12	6556.49	6556.039	1.000767	0.2524387	NA	"./Results/Model_Fits/DIA_QURUModel.11b.txt"	"DIA"	"QURU"	"Model.11b"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3319.867	11	6662.114	6661.733	0.9961921	0.2119761	NA	"./Results/Model_Fits/DIA_QURUModel.11c.txt"	"DIA"	"QURU"	"Model.11c"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2943.45	24	5936.664	5934.899	0.9974676	0.4948288	NA	"./Results/Model_Fits/DIA_QURUModel.12a.txt"	"DIA"	"QURU"	"Model.12a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2945.549	24	5940.862	5939.098	1.003216	0.4933049	NA	"./Results/Model_Fits/DIA_QURUModel.12b.txt"	"DIA"	"QURU"	"Model.12b"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2953.315	22	5952.115	5950.631	0.9959458	0.4874154	NA	"./Results/Model_Fits/DIA_QURUModel.12c.txt"	"DIA"	"QURU"	"Model.12c"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-3001.157	24	6052.079	6050.314	1.001337	0.4514655	NA	"./Results/Model_Fits/DIA_QURUModel.13a.txt"	"DIA"	"QURU"	"Model.13a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2946.271	24	5942.307	5940.543	0.9950254	0.4927086	NA	"./Results/Model_Fits/DIA_QURUModel.13b.txt"	"DIA"	"QURU"	"Model.13b"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2953.654	22	5952.793	5951.309	1.004813	0.4871606	NA	"./Results/Model_Fits/DIA_QURUModel.13c.txt"	"DIA"	"QURU"	"Model.13c"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2948.27	24	5946.304	5944.539	1.003979	0.4912068	NA	"./Results/Model_Fits/DIA_QURUModel.14a.txt"	"DIA"	"QURU"	"Model.14a"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2948.487	24	5946.74	5944.975	1.005512	0.4910433	NA	"./Results/Model_Fits/DIA_QURUModel.14b.txt"	"DIA"	"QURU"	"Model.14b"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-2954.056	22	5953.596	5952.112	0.9958062	0.4868588	NA	"./Results/Model_Fits/DIA_QURUModel.14c.txt"	"DIA"	"QURU"	"Model.14c"	"cluster4"	"shade2"	"Ang"	"D"	"N"
-5940.279	2	11884.57	11884.56	466.5451	-3.260403	NA	"./Results/Model_Fits/DIA_THOCModel.01a.txt"	"DIA"	"THOC"	"Model.01a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3559.18	4	7126.409	7126.359	0.9501218	-0.2118483	NA	"./Results/Model_Fits/DIA_THOCModel.02a.txt"	"DIA"	"THOC"	"Model.02a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3231.336	8	6478.852	6478.672	1.000917	0.2078946	NA	"./Results/Model_Fits/DIA_THOCModel.03a.txt"	"DIA"	"THOC"	"Model.03a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3225.896	9	6470.017	6469.793	1.003283	0.2148592	NA	"./Results/Model_Fits/DIA_THOCModel.04a.txt"	"DIA"	"THOC"	"Model.04a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3213.41	10	6447.096	6446.821	0.99926	0.2308452	NA	"./Results/Model_Fits/DIA_THOCModel.05a.txt"	"DIA"	"THOC"	"Model.05a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3195.392	10	6411.059	6410.784	0.9988494	0.2539144	NA	"./Results/Model_Fits/DIA_THOCModel.06a.txt"	"DIA"	"THOC"	"Model.06a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3216.007	10	6452.289	6452.014	0.9966056	0.2275209	NA	"./Results/Model_Fits/DIA_THOCModel.07a.txt"	"DIA"	"THOC"	"Model.07a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3082.351	23	6212.104	6210.701	1.005448	0.3986428	NA	"./Results/Model_Fits/DIA_THOCModel.08a.txt"	"DIA"	"THOC"	"Model.08a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3080.511	23	6208.425	6207.023	0.9909647	0.4009978	NA	"./Results/Model_Fits/DIA_THOCModel.08b.txt"	"DIA"	"THOC"	"Model.08b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3090.605	22	6226.494	6225.21	1.005764	0.3880749	NA	"./Results/Model_Fits/DIA_THOCModel.08c.txt"	"DIA"	"THOC"	"Model.08c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3212.289	11	6446.909	6446.578	1.000462	0.2322807	NA	"./Results/Model_Fits/DIA_THOCModel.09a.txt"	"DIA"	"THOC"	"Model.09a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3212.112	11	6446.555	6446.225	0.9994622	0.2325069	NA	"./Results/Model_Fits/DIA_THOCModel.09b.txt"	"DIA"	"THOC"	"Model.09b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3220.53	10	6461.335	6461.06	1.000701	0.2217621	NA	"./Results/Model_Fits/DIA_THOCModel.09c.txt"	"DIA"	"THOC"	"Model.09c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3132.138	13	6290.732	6290.275	0.9991532	0.3348999	NA	"./Results/Model_Fits/DIA_THOCModel.10a.txt"	"DIA"	"THOC"	"Model.10a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3131.639	13	6289.734	6289.277	1.002136	0.3355387	NA	"./Results/Model_Fits/DIA_THOCModel.10b.txt"	"DIA"	"THOC"	"Model.10b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3132.821	12	6290.032	6289.641	0.9987232	0.3340253	NA	"./Results/Model_Fits/DIA_THOCModel.10c.txt"	"DIA"	"THOC"	"Model.10c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3205.344	12	6435.079	6434.688	1.003013	0.2411724	NA	"./Results/Model_Fits/DIA_THOCModel.11a.txt"	"DIA"	"THOC"	"Model.11a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3206.424	12	6437.239	6436.848	0.9965021	0.2397898	NA	"./Results/Model_Fits/DIA_THOCModel.11b.txt"	"DIA"	"THOC"	"Model.11b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3212.78	11	6447.891	6447.56	1.00158	0.2316521	NA	"./Results/Model_Fits/DIA_THOCModel.11c.txt"	"DIA"	"THOC"	"Model.11c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3081.754	24	6213.034	6211.507	1.001605	0.3994073	NA	"./Results/Model_Fits/DIA_THOCModel.12a.txt"	"DIA"	"THOC"	"Model.12a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3081.701	24	6212.928	6211.401	0.9963403	0.3994752	NA	"./Results/Model_Fits/DIA_THOCModel.12b.txt"	"DIA"	"THOC"	"Model.12b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3094.454	22	6234.193	6232.909	0.998365	0.3831464	NA	"./Results/Model_Fits/DIA_THOCModel.12c.txt"	"DIA"	"THOC"	"Model.12c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3085.762	24	6221.051	6219.525	1.000992	0.3942747	NA	"./Results/Model_Fits/DIA_THOCModel.13a.txt"	"DIA"	"THOC"	"Model.13a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3081.542	24	6212.612	6211.085	0.9985077	0.3996775	NA	"./Results/Model_Fits/DIA_THOCModel.13b.txt"	"DIA"	"THOC"	"Model.13b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3096.096	22	6237.475	6236.191	1.003675	0.381045	NA	"./Results/Model_Fits/DIA_THOCModel.13c.txt"	"DIA"	"THOC"	"Model.13c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3082.316	24	6214.159	6212.632	0.998497	0.3986879	NA	"./Results/Model_Fits/DIA_THOCModel.14a.txt"	"DIA"	"THOC"	"Model.14a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3083.24	24	6216.006	6214.479	1.006335	0.3975048	NA	"./Results/Model_Fits/DIA_THOCModel.14b.txt"	"DIA"	"THOC"	"Model.14b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3090.565	22	6226.415	6225.131	1.010062	0.3881262	NA	"./Results/Model_Fits/DIA_THOCModel.14c.txt"	"DIA"	"THOC"	"Model.14c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-8612.493	2	17229.02	17228.99	133.7959	-6.333894	NA	"./Results/Model_Fits/DIA_TICOModel.01a.txt"	"DIA"	"TICO"	"Model.01a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-2164.796	4	4337.713	4337.591	0.9461286	-0.06489476	NA	"./Results/Model_Fits/DIA_TICOModel.02a.txt"	"DIA"	"TICO"	"Model.02a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-2033.303	8	4083.052	4082.606	0.9995503	0.06295341	NA	"./Results/Model_Fits/DIA_TICOModel.03a.txt"	"DIA"	"TICO"	"Model.03a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-2059.011	9	4136.581	4136.022	0.9831721	0.03795781	NA	"./Results/Model_Fits/DIA_TICOModel.04a.txt"	"DIA"	"TICO"	"Model.04a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1996.957	10	4014.598	4013.913	0.9941908	0.09829252	NA	"./Results/Model_Fits/DIA_TICOModel.05a.txt"	"DIA"	"TICO"	"Model.05a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1976.559	10	3973.804	3973.119	1.002359	0.1181243	NA	"./Results/Model_Fits/DIA_TICOModel.06a.txt"	"DIA"	"TICO"	"Model.06a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-2002.403	10	4025.492	4024.807	1.000165	0.09299657	NA	"./Results/Model_Fits/DIA_TICOModel.07a.txt"	"DIA"	"TICO"	"Model.07a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1960.884	17	3957.718	3955.769	1.000374	0.1333649	NA	"./Results/Model_Fits/DIA_TICOModel.08a.txt"	"DIA"	"TICO"	"Model.08a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1937.169	17	3910.287	3908.338	0.9956265	0.1564232	NA	"./Results/Model_Fits/DIA_TICOModel.08b.txt"	"DIA"	"TICO"	"Model.08b"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1969.95	16	3973.627	3971.9	0.9963887	0.1245506	NA	"./Results/Model_Fits/DIA_TICOModel.08c.txt"	"DIA"	"TICO"	"Model.08c"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1975.947	11	3974.719	3973.894	1.007527	0.1187199	NA	"./Results/Model_Fits/DIA_TICOModel.09a.txt"	"DIA"	"TICO"	"Model.09a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1975.562	11	3973.95	3973.125	1.000175	0.1190937	NA	"./Results/Model_Fits/DIA_TICOModel.09b.txt"	"DIA"	"TICO"	"Model.09b"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-2128.51	10	4277.705	4277.019	0.9628142	-0.02961451	NA	"./Results/Model_Fits/DIA_TICOModel.09c.txt"	"DIA"	"TICO"	"Model.09c"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1989.814	13	4006.773	4005.629	0.9989649	0.1052368	NA	"./Results/Model_Fits/DIA_TICOModel.10a.txt"	"DIA"	"TICO"	"Model.10a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1962.246	13	3951.636	3950.491	0.9982393	0.1320415	NA	"./Results/Model_Fits/DIA_TICOModel.10b.txt"	"DIA"	"TICO"	"Model.10b"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1995.876	12	4016.73	4015.752	0.987475	0.09934478	NA	"./Results/Model_Fits/DIA_TICOModel.10c.txt"	"DIA"	"TICO"	"Model.10c"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1996.891	12	4018.761	4017.783	0.999922	0.0983558	NA	"./Results/Model_Fits/DIA_TICOModel.11a.txt"	"DIA"	"TICO"	"Model.11a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1997.814	12	4020.605	4019.627	1.002313	0.09745918	NA	"./Results/Model_Fits/DIA_TICOModel.11b.txt"	"DIA"	"TICO"	"Model.11b"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-2021.33	11	4065.485	4064.66	0.984281	0.07459441	NA	"./Results/Model_Fits/DIA_TICOModel.11c.txt"	"DIA"	"TICO"	"Model.11c"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1959.996	18	3958.177	3955.992	0.9982383	0.1342288	NA	"./Results/Model_Fits/DIA_TICOModel.12a.txt"	"DIA"	"TICO"	"Model.12a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1921.156	18	3880.496	3878.311	1.011126	0.1719997	NA	"./Results/Model_Fits/DIA_TICOModel.12b.txt"	"DIA"	"TICO"	"Model.12b"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1965.377	16	3964.481	3962.754	0.982709	0.1289966	NA	"./Results/Model_Fits/DIA_TICOModel.12c.txt"	"DIA"	"TICO"	"Model.12c"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1966.152	18	3970.489	3968.304	0.9962007	0.1282434	NA	"./Results/Model_Fits/DIA_TICOModel.13a.txt"	"DIA"	"TICO"	"Model.13a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1865.335	18	3768.855	3766.669	0.9973808	0.2262664	NA	"./Results/Model_Fits/DIA_TICOModel.13b.txt"	"DIA"	"TICO"	"Model.13b"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1969.725	16	3973.177	3971.45	0.9915939	0.1247694	NA	"./Results/Model_Fits/DIA_TICOModel.13c.txt"	"DIA"	"TICO"	"Model.13c"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1960.469	18	3959.123	3956.937	1.005087	0.1337691	NA	"./Results/Model_Fits/DIA_TICOModel.14a.txt"	"DIA"	"TICO"	"Model.14a"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1960.232	18	3958.648	3956.463	1.001719	0.1339997	NA	"./Results/Model_Fits/DIA_TICOModel.14b.txt"	"DIA"	"TICO"	"Model.14b"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-1975.411	16	3984.55	3982.823	1.000194	0.1192406	NA	"./Results/Model_Fits/DIA_TICOModel.14c.txt"	"DIA"	"TICO"	"Model.14c"	"cluster2"	"shade1"	"Ang"	"D"	"E"
-3674.96	2	7353.938	7353.921	397.5185	-3.423741	NA	"./Results/Model_Fits/HEI_ABBAModel.01a.txt"	"HEI"	"ABBA"	"Model.01a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2522.904	4	5053.867	5053.808	0.9841667	-0.005099781	NA	"./Results/Model_Fits/HEI_ABBAModel.02a.txt"	"HEI"	"ABBA"	"Model.02a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2496.478	8	5009.172	5008.956	0.9889435	0.07065315	NA	"./Results/Model_Fits/HEI_ABBAModel.03a.txt"	"HEI"	"ABBA"	"Model.03a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2466.57	9	4951.41	4951.14	0.9965162	0.1490216	NA	"./Results/Model_Fits/HEI_ABBAModel.04a.txt"	"HEI"	"ABBA"	"Model.04a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2439.113	10	4898.557	4898.227	0.9989997	0.2150179	NA	"./Results/Model_Fits/HEI_ABBAModel.05a.txt"	"HEI"	"ABBA"	"Model.05a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2411.931	10	4844.191	4843.861	1.0019	0.275546	NA	"./Results/Model_Fits/HEI_ABBAModel.06a.txt"	"HEI"	"ABBA"	"Model.06a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2362.946	10	4746.222	4745.893	0.9990313	0.3729725	NA	"./Results/Model_Fits/HEI_ABBAModel.07a.txt"	"HEI"	"ABBA"	"Model.07a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2295.362	22	4636.27	4634.725	1.001921	0.486309	NA	"./Results/Model_Fits/HEI_ABBAModel.08a.txt"	"HEI"	"ABBA"	"Model.08a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2289.202	22	4623.95	4622.405	1.000801	0.496334	NA	"./Results/Model_Fits/HEI_ABBAModel.08b.txt"	"HEI"	"ABBA"	"Model.08b"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2303.145	21	4649.698	4648.29	0.9902677	0.4748024	NA	"./Results/Model_Fits/HEI_ABBAModel.08c.txt"	"HEI"	"ABBA"	"Model.08c"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2417.148	11	4856.693	4856.296	1.000117	0.2642705	NA	"./Results/Model_Fits/HEI_ABBAModel.09a.txt"	"HEI"	"ABBA"	"Model.09a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2405.078	11	4832.552	4832.156	0.9953535	0.2899993	NA	"./Results/Model_Fits/HEI_ABBAModel.09b.txt"	"HEI"	"ABBA"	"Model.09b"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2436.322	10	4892.975	4892.645	0.9950867	0.221478	NA	"./Results/Model_Fits/HEI_ABBAModel.09c.txt"	"HEI"	"ABBA"	"Model.09c"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2347.05	13	4720.649	4720.101	1.000025	0.4018424	NA	"./Results/Model_Fits/HEI_ABBAModel.10a.txt"	"HEI"	"ABBA"	"Model.10a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2347.032	13	4720.612	4720.064	0.9967925	0.401733	NA	"./Results/Model_Fits/HEI_ABBAModel.10b.txt"	"HEI"	"ABBA"	"Model.10b"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2355.383	12	4735.236	4734.767	0.9891479	0.3868064	NA	"./Results/Model_Fits/HEI_ABBAModel.10c.txt"	"HEI"	"ABBA"	"Model.10c"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2354.452	12	4733.373	4732.904	1.002329	0.3885162	NA	"./Results/Model_Fits/HEI_ABBAModel.11a.txt"	"HEI"	"ABBA"	"Model.11a"	"cluster1"	"shade1"	"Gym"	"E"	"N"
-2352.145	12	4728.759	4728.29	1.003444	0.3927032	NA	"./Results/Model_Fits/HEI_ABBAModel.11b.txt"	"HEI"	"ABBA"	"Model.11b"	"cluster1"	"shade1"	"Gym"	"E"	"N"
